mesh,add_N,sub,metal,E_ads_H
42,1N,DV_2N_1,Ru,-0.534560000000056
42,1N,DV_2N_1,Rh,0.522689999999955
42,1N,DV_2N_1,Pd,1.65683999999999
42,1N,DV_2N_1,Ag,1.62298999999996
42,1N,DV_2N_1,Hf,-2.62709000000001
42,1N,DV_2N_1,Ta,-2.66579999999999
42,1N,DV_2N_1,W,-2.3283800000001
42,1N,DV_2N_1,Re,-1.87759
42,1N,DV_2N_1,Os,-0.815930000000037
42,1N,DV_2N_1,Ir,0.437179999999955
42,1N,DV_2N_1,Pt,1.66324999999995
42,1N,DV_2N_1,Au,2.02710999999994
42,1N,DV_2N_2,Sc,-1.29208
42,1N,DV_2N_2,Ti,-1.95126000000005
42,1N,DV_2N_2,V,-1.71545000000003
42,1N,DV_2N_2,Cr,-0.980760000000032
42,1N,DV_2N_2,Mn,-0.107290000000035
42,1N,DV_2N_2,Fe,0.0427700000000186
42,1N,DV_2N_2,Co,0.581009999999935
42,1N,DV_2N_2,Ni,1.48227999999995
42,1N,DV_2N_2,Cu,1.60467999999997
42,1N,DV_2N_2,Zn,1.10881999999992
42,1N,DV_2N_2,Y,-1.20008999999999
42,1N,DV_2N_2,Zr,-2.07558999999998
42,1N,DV_2N_2,Nb,-2.16775000000001
42,1N,DV_2N_2,Mo,-1.74876999999998
42,1N,DV_2N_2,Tc,-1.17559999999997
42,1N,DV_2N_2,Ru,-0.504480000000001
42,1N,DV_2N_2,Rh,0.448820000000012
42,1N,DV_2N_2,Pd,1.83005999999995
42,1N,DV_2N_2,Ag,1.74386999999996
42,1N,DV_2N_2,Hf,-2.55022000000002
42,1N,DV_2N_2,Ta,-2.54399000000001
42,1N,DV_2N_2,W,-2.28512000000001
42,1N,DV_2N_2,Re,-1.66799000000003
42,1N,DV_2N_2,Os,-0.891939999999977
42,1N,DV_2N_2,Ir,0.21273999999994
42,1N,DV_2N_2,Pt,1.80577
42,1N,DV_2N_2,Au,2.07740999999999
42,1N,DV_3N,Sc,-1.58246000000003
42,1N,DV_3N,Ti,-2.11303000000004
42,1N,DV_3N,V,-1.66129000000001
42,1N,DV_3N,Cr,-0.540680000000009
42,1N,DV_3N,Mn,0.0295199999999909
42,1N,DV_3N,Fe,0.164289999999994
42,1N,DV_3N,Co,0.794449999999983
42,1N,DV_3N,Ni,1.59337999999997
42,1N,DV_3N,Cu,1.57635999999997
42,1N,DV_3N,Zn,0.317559999999958
42,1N,DV_3N,Y,-1.51417000000004
42,1N,DV_3N,Zr,-2.42045000000002
42,1N,DV_3N,Nb,-2.25381999999996
42,1N,DV_3N,Mo,-1.58186999999998
42,1N,DV_3N,Tc,-1.13199000000003
42,1N,DV_3N,Ru,-0.294769999999971
42,1N,DV_3N,Rh,0.763029999999958
42,1N,DV_3N,Pd,1.90878999999995
42,1N,DV_3N,Ag,1.05191999999994
42,1N,DV_3N,Hf,-2.81990000000002
42,1N,DV_3N,Ta,-2.61394000000001
42,1N,DV_3N,W,-1.95439000000005
42,1N,DV_3N,Re,-1.56200999999999
42,1N,DV_3N,Os,-0.571090000000027
42,1N,DV_3N,Ir,0.726219999999955
42,1N,DV_3N,Pt,1.86362999999994
42,1N,DV_3N,Au,2.07076999999992
42,1N,DV_4N,Sc,-2.10939000000002
42,1N,DV_4N,Ti,-2.04127
42,1N,DV_4N,V,-1.38393000000008
42,1N,DV_4N,Cr,-0.157600000000002
42,1N,DV_4N,Mn,0.333879999999965
42,1N,DV_4N,Fe,0.530730000000005
42,1N,DV_4N,Co,0.988249999999994
42,1N,DV_4N,Ni,1.8837299999999
42,1N,DV_4N,Cu,1.52434999999997
42,1N,DV_4N,Zn,0.416409999999985
42,1N,DV_4N,Y,-2.12786
42,1N,DV_4N,Zr,-2.56296000000003
42,1N,DV_4N,Nb,-2.35660000000001
42,1N,DV_4N,Mo,-1.33978000000008
42,1N,DV_4N,Tc,-0.646590000000003
42,1N,DV_4N,Ru,0.0220600000000104
42,1N,DV_4N,Rh,1.05224000000004
42,1N,DV_4N,Pd,2.21970999999996
42,1N,DV_4N,Ag,0.777049999999974
42,1N,DV_4N,Hf,-2.84964000000002
42,1N,DV_4N,Ta,-2.64106000000004
42,1N,DV_4N,W,-1.82655
42,1N,DV_4N,Re,-1.08967000000007
42,1N,DV_4N,Os,-0.0415800000000104
42,1N,DV_4N,Ir,1.10080999999997
42,1N,DV_4N,Pt,2.25030999999996
42,1N,DV_4N,Au,1.92314000000005
42,1N,HV,Sc,-0.301239999999979
42,1N,HV,Ti,-1.34735999999998
42,1N,HV,V,-1.46858999999998
42,1N,HV,Cr,-0.636570000000006
42,1N,HV,Mn,0.690130000000011
42,1N,HV,Fe,0.831029999999998
42,1N,HV,Co,0.936910000000012
42,1N,HV,Ni,1.71098000000001
42,1N,HV,Cu,2.21377000000001
42,1N,HV,Zn,1.87003000000001
42,1N,HV,Y,-0.216229999999968
42,1N,HV,Zr,-1.31236999999999
42,1N,HV,Nb,-1.91154
42,1N,HV,Mo,-1.63236999999998
42,1N,HV,Tc,-1.03118999999998
42,1N,HV,Ru,-0.649789999999967
42,1N,HV,Rh,0.681030000000021
42,1N,HV,Pd,1.98418000000004
42,1N,HV,Ag,2.48500000000001
42,1N,HV,Hf,-1.83498
42,1N,HV,Ta,-2.44656999999998
42,1N,HV,W,-2.20208
42,1N,HV,Re,-1.43838
42,1N,HV,Os,-0.951749999999976
42,1N,HV,Ir,0.392050000000012
42,1N,HV,Pt,1.87174000000002
42,1N,HV,Au,2.52250000000001
42,1N,HV_1N,Sc,-0.390079999999983
42,1N,HV_1N,Ti,-1.51011999999997
42,1N,HV_1N,V,-1.36007999999998
42,1N,HV_1N,Cr,-0.338869999999957
42,1N,HV_1N,Mn,0.634830000000022
42,1N,HV_1N,Fe,0.85693999999998
42,1N,HV_1N,Co,0.924630000000008
42,1N,HV_1N,Ni,1.58107000000001
42,1N,HV_1N,Cu,2.19818000000001
42,1N,HV_1N,Zn,1.80125000000001
42,1N,HV_1N,Y,-0.29289
42,1N,HV_1N,Zr,-1.60274000000001
42,1N,HV_1N,Nb,-1.98324
42,1N,HV_1N,Mo,-1.57687999999999
42,1N,HV_1N,Tc,-0.718690000000009
42,1N,HV_1N,Ru,-0.440169999999995
42,1N,HV_1N,Rh,0.73490000000001
42,1N,HV_1N,Pd,1.87223000000003
42,1N,HV_1N,Ag,2.50286000000003
42,1N,HV_1N,Hf,-2.10770999999997
42,1N,HV_1N,Ta,-2.46270999999999
42,1N,HV_1N,W,-2.01598999999999
42,1N,HV_1N,Re,-1.14851999999999
42,1N,HV_1N,Os,-0.709120000000013
42,1N,HV_1N,Ir,0.576859999999982
42,1N,HV_1N,Pt,1.79411999999999
42,1N,HV_1N,Au,2.60785000000001
42,1N,HV_2N_1,Sc,-0.667479999999983
42,1N,HV_2N_1,Ti,-1.44086999999999
42,1N,HV_2N_1,V,-1.19130000000001
42,1N,HV_2N_1,Cr,0.0204400000000078
42,1N,HV_2N_1,Mn,0.669600000000031
42,1N,HV_2N_1,Fe,0.751390000000015
42,1N,HV_2N_1,Co,0.966880000000003
42,1N,HV_2N_1,Ni,1.65429999999998
42,1N,HV_2N_1,Cu,2.08529000000001
42,1N,HV_2N_1,Zn,1.60865000000001
42,1N,HV_2N_1,Y,-0.591409999999996
42,1N,HV_2N_1,Zr,-1.78103000000002
42,1N,HV_2N_1,Nb,-2.10193000000001
42,1N,HV_2N_1,Mo,-1.35459999999998
42,1N,HV_2N_1,Tc,-0.273529999999994
42,1N,HV_2N_1,Ru,-0.0334799999999689
42,1N,HV_2N_1,Rh,0.729760000000027
42,1N,HV_2N_1,Pd,2.04957000000002
42,1N,HV_2N_1,Ag,2.50139000000001
42,1N,HV_2N_1,Hf,-2.2841
42,1N,HV_2N_1,Ta,-2.45267000000001
42,1N,HV_2N_1,W,-1.93786
42,1N,HV_2N_1,Re,-0.627479999999991
42,1N,HV_2N_1,Os,-0.382729999999981
42,1N,HV_2N_1,Ir,0.786900000000031
42,1N,HV_2N_1,Pt,2.01403000000002
42,1N,HV_2N_1,Au,2.60132000000002
42,1N,HV_2N_2,Sc,-0.711399999999998
42,1N,HV_2N_2,Ti,-1.54995
42,1N,HV_2N_2,V,-1.32401999999999
42,1N,HV_2N_2,Cr,-0.129579999999976
42,1N,HV_2N_2,Mn,0.727430000000027
42,1N,HV_2N_2,Fe,0.800719999999984
42,1N,HV_2N_2,Co,1.02259000000001
42,1N,HV_2N_2,Ni,1.75175000000004
42,1N,HV_2N_2,Cu,2.01183
42,1N,HV_2N_2,Zn,1.90008
42,1N,HV_2N_2,Y,-0.594549999999998
42,1N,HV_2N_2,Zr,-1.80068
42,1N,HV_2N_2,Nb,-2.01384999999999
42,1N,HV_2N_2,Mo,-1.33641000000003
42,1N,HV_2N_2,Tc,-0.535179999999997
42,1N,HV_2N_2,Ru,-0.170139999999975
42,1N,HV_2N_2,Rh,0.77379000000002
42,1N,HV_2N_2,Pd,2.13915
42,1N,HV_2N_2,Ag,2.42440999999999
42,1N,HV_2N_2,Hf,-2.27962999999997
42,1N,HV_2N_2,Ta,-2.37298000000001
42,1N,HV_2N_2,W,-1.94053999999997
42,1N,HV_2N_2,Re,-0.904269999999997
42,1N,HV_2N_2,Os,-0.540249999999986
42,1N,HV_2N_2,Ir,0.671770000000009
42,1N,HV_2N_2,Pt,2.03680000000003
42,1N,HV_2N_2,Au,2.61117000000002
42,1N,HV_3N,Sc,-0.932240000000007
42,1N,HV_3N,Ti,-1.32298
42,1N,HV_3N,V,-0.946719999999999
42,1N,HV_3N,Cr,0.215419999999995
42,1N,HV_3N,Mn,0.745140000000021
42,1N,HV_3N,Fe,0.762020000000007
42,1N,HV_3N,Co,1.08744000000002
42,1N,HV_3N,Ni,1.76705000000001
42,1N,HV_3N,Cu,0.42983000000001
42,1N,HV_3N,Zn,1.70125000000002
42,1N,HV_3N,Y,-0.922379999999976
42,1N,HV_3N,Zr,-2.09508999999997
42,1N,HV_3N,Nb,-1.75309999999999
42,1N,HV_3N,Mo,-0.961739999999992
42,1N,HV_3N,Tc,-0.0971499999999423
42,1N,HV_3N,Ru,0.147290000000027
42,1N,HV_3N,Rh,1.02311
42,1N,HV_3N,Pd,2.31363000000002
42,1N,HV_3N,Ag,0.491760000000028
42,1N,HV_3N,Hf,-2.58678999999998
42,1N,HV_3N,Ta,-1.99262999999996
42,1N,HV_3N,W,-1.43457999999998
42,1N,HV_3N,Re,-0.487770000000012
42,1N,HV_3N,Os,-0.148239999999987
42,1N,HV_3N,Ir,1.00292999999999
42,1N,HV_3N,Pt,2.22883000000002
42,1N,HV_3N,Au,2.56655000000004
42,1N,HV_4N,Sc,-1.07569999999998
42,1N,HV_4N,Ti,-1.27497
42,1N,HV_4N,V,-0.665839999999974
42,1N,HV_4N,Cr,0.333640000000031
42,1N,HV_4N,Mn,0.72771000000003
42,1N,HV_4N,Fe,0.650190000000009
42,1N,HV_4N,Co,1.09209999999999
42,1N,HV_4N,Ni,1.67907
42,1N,HV_4N,Cu,2.14857000000001
42,1N,HV_4N,Zn,1.66154
42,1N,HV_4N,Y,-1.24360999999996
42,1N,HV_4N,Zr,-2.35933
42,1N,HV_4N,Nb,-1.99987999999999
42,1N,HV_4N,Mo,-0.520599999999973
42,1N,HV_4N,Tc,-0.108890000000002
42,1N,HV_4N,Ru,0.264399999999995
42,1N,HV_4N,Rh,1.04574000000002
42,1N,HV_4N,Pd,2.38266999999999
42,1N,HV_4N,Ag,2.51218000000003
42,1N,HV_4N,Hf,-2.64740999999998
42,1N,HV_4N,Ta,-2.26124999999999
42,1N,HV_4N,W,-0.985390000000024
42,1N,HV_4N,Re,-0.43874999999997
42,1N,HV_4N,Os,0.127809999999982
42,1N,HV_4N,Ir,1.00138999999999
42,1N,HV_4N,Pt,2.31383000000002
42,1N,HV_4N,Au,2.47985000000003
42,2N,SV,Sc,-1.36840000000007
42,2N,SV,Ti,-1.95246000000003
42,2N,SV,V,-1.75695999999999
42,2N,SV,Cr,-1.4304600000001
42,2N,SV,Mn,-1.28907000000004
42,2N,SV,Fe,-0.986800000000017
42,2N,SV,Co,-0.616219999999998
42,2N,SV,Ni,-0.765769999999975
42,2N,SV,Cu,-0.292630000000031
42,2N,SV,Zn,-0.164249999999981
42,2N,SV,Y,-1.20274000000001
42,2N,SV,Zr,-2.13808000000006
42,2N,SV,Nb,-1.82073000000003
42,2N,SV,Mo,-1.68850000000003
42,2N,SV,Tc,-1.36663999999996
42,2N,SV,Ru,-0.901839999999993
42,2N,SV,Rh,-0.283510000000035
42,2N,SV,Pd,-0.76449000000008
42,2N,SV,Ag,-0.130470000000059
42,2N,SV,Hf,-2.38211000000001
42,2N,SV,Ta,-2.20497
42,2N,SV,W,-2.21911000000006
42,2N,SV,Re,-1.82748000000004
42,2N,SV,Os,-1.50050000000005
42,2N,SV,Ir,-0.909539999999993
42,2N,SV,Pt,-1.24996000000004
42,2N,SV,Au,-0.61721
42,2N,SV_1N,Sc,-2.05391000000003
42,2N,SV_1N,Ti,-2.15302000000003
42,2N,SV_1N,V,-1.90467000000001
42,2N,SV_1N,Cr,-1.78459000000009
42,2N,SV_1N,Mn,-1.56767000000002
42,2N,SV_1N,Fe,-1.47290000000004
42,2N,SV_1N,Co,-1.05366000000004
42,2N,SV_1N,Ni,-0.864680000000021
42,2N,SV_1N,Cu,-0.681889999999953
42,2N,SV_1N,Zn,-0.569350000000043
42,2N,SV_1N,Y,-1.98714000000001
42,2N,SV_1N,Zr,-2.23488000000003
42,2N,SV_1N,Nb,-2.13004000000001
42,2N,SV_1N,Mo,-1.79674
42,2N,SV_1N,Tc,-1.49475000000007
42,2N,SV_1N,Ru,-0.858609999999999
42,2N,SV_1N,Rh,-0.929929999999956
42,2N,SV_1N,Pd,-0.0894400000000246
42,2N,SV_1N,Ag,-0.335200000000043
42,2N,SV_1N,Hf,-2.67268999999999
42,2N,SV_1N,Ta,-2.51397000000003
42,2N,SV_1N,W,-2.32406999999995
42,2N,SV_1N,Re,-1.99673999999999
42,2N,SV_1N,Os,-1.55385000000007
42,2N,SV_1N,Ir,-1.39131000000003
42,2N,SV_1N,Pt,-0.723970000000008
42,2N,SV_1N,Au,-0.90337999999997
42,2N,SV_2N,Sc,-2.34232000000003
42,2N,SV_2N,Ti,-2.29906
42,2N,SV_2N,V,-1.98865000000001
42,2N,SV_2N,Cr,-1.79512000000005
42,2N,SV_2N,Mn,-1.34376000000009
42,2N,SV_2N,Fe,-1.33785
42,2N,SV_2N,Co,-0.989509999999996
42,2N,SV_2N,Ni,-0.814710000000048
42,2N,SV_2N,Cu,-0.411720000000003
42,2N,SV_2N,Zn,-1.26623000000001
42,2N,SV_2N,Y,-2.22388000000007
42,2N,SV_2N,Zr,-2.43096000000003
42,2N,SV_2N,Nb,-2.32756000000006
42,2N,SV_2N,Mo,-1.97076999999996
42,2N,SV_2N,Tc,-1.55597000000006
42,2N,SV_2N,Ru,-1.13174000000004
42,2N,SV_2N,Rh,-0.639250000000004
42,2N,SV_2N,Pd,-0.396180000000015
42,2N,SV_2N,Ag,0.249529999999993
42,2N,SV_2N,Hf,-2.64788000000004
42,2N,SV_2N,Ta,-2.66303000000005
42,2N,SV_2N,W,-2.57230000000004
42,2N,SV_2N,Re,-2.18869999999998
42,2N,SV_2N,Os,-1.92096000000004
42,2N,SV_2N,Ir,-1.50822000000005
42,2N,SV_2N,Pt,-0.976049999999987
42,2N,SV_2N,Au,-0.113149999999962
42,2N,SV_3N,Sc,-2.29344000000009
42,2N,SV_3N,Ti,-2.45526000000007
42,2N,SV_3N,V,-2.08202000000006
42,2N,SV_3N,Cr,-1.68450000000001
42,2N,SV_3N,Mn,-1.38218999999998
42,2N,SV_3N,Fe,-1.53125999999997
42,2N,SV_3N,Co,-0.901260000000093
42,2N,SV_3N,Ni,-0.945409999999981
42,2N,SV_3N,Cu,-0.640220000000056
42,2N,SV_3N,Zn,-1.04329999999999
42,2N,SV_3N,Y,-2.37533999999999
42,2N,SV_3N,Zr,-2.57425999999998
42,2N,SV_3N,Nb,-2.46505000000002
42,2N,SV_3N,Mo,-2.23068000000006
42,2N,SV_3N,Tc,-2.27954999999997
42,2N,SV_3N,Ru,-1.27541000000008
42,2N,SV_3N,Rh,-0.602440000000001
42,2N,SV_3N,Pd,0.15197999999998
42,2N,SV_3N,Ag,-0.160010000000057
42,2N,SV_3N,Hf,-2.77081000000004
42,2N,SV_3N,Ta,-2.81617999999997
42,2N,SV_3N,W,-2.63129000000004
42,2N,SV_3N,Re,-2.65650000000005
42,2N,SV_3N,Os,-2.07893999999999
42,2N,SV_3N,Ir,-1.55804000000006
42,2N,SV_3N,Pt,-1.00729999999999
42,2N,SV_3N,Au,-0.308330000000012
42,2N,DV,Sc,-0.774319999999989
42,2N,DV,Ti,-1.50631999999996
42,2N,DV,V,-1.68622000000005
42,2N,DV,Cr,-1.32874000000004
42,2N,DV,Mn,-0.467990000000043
42,2N,DV,Fe,-0.229850000000056
42,2N,DV,Co,0.161009999999976
42,2N,DV,Ni,1.28678000000002
42,2N,DV,Cu,1.92610000000002
42,2N,DV,Zn,1.13549999999998
42,2N,DV,Y,-0.744010000000003
42,2N,DV,Zr,-1.55993000000001
42,2N,DV,Nb,-1.94397999999995
42,2N,DV,Mo,-1.72591
42,2N,DV,Tc,-1.39015000000006
42,2N,DV,Ru,-0.977680000000021
42,2N,DV,Rh,0.0571599999999535
42,2N,DV,Pd,1.30761000000001
42,2N,DV,Ag,2.06855000000002
42,2N,DV,Hf,-2.09092000000004
42,2N,DV,Ta,-2.44646999999998
42,2N,DV,W,-2.24823999999995
42,2N,DV,Re,-1.80964999999998
42,2N,DV,Os,-1.27533000000005
42,2N,DV,Ir,-0.15115000000003
42,2N,DV,Pt,1.39408999999995
42,2N,DV,Au,2.16735
42,2N,DV_1N,Sc,-1.09121000000005
42,2N,DV_1N,Ti,-1.85978000000011
42,2N,DV_1N,V,-1.71125000000001
42,2N,DV_1N,Cr,-1.11754000000008
42,2N,DV_1N,Mn,-0.213099999999997
42,2N,DV_1N,Fe,0.0620699999999488
42,2N,DV_1N,Co,0.358470000000011
42,2N,DV_1N,Ni,1.36968999999999
42,2N,DV_1N,Cu,1.74463999999995
42,2N,DV_1N,Zn,0.906220000000019
42,2N,DV_1N,Y,-1.01015000000001
42,2N,DV_1N,Zr,-1.92261000000002
42,2N,DV_1N,Nb,-2.15711999999996
42,2N,DV_1N,Mo,-1.85920000000004
42,2N,DV_1N,Tc,-1.58661000000001
42,2N,DV_1N,Ru,-0.588909999999998
42,2N,DV_1N,Rh,0.306460000000016
42,2N,DV_1N,Pd,1.47330999999997
42,2N,DV_1N,Ag,1.64571999999998
42,2N,DV_1N,Hf,-2.47351000000003
42,2N,DV_1N,Ta,-2.55362000000002
42,2N,DV_1N,W,-2.25513000000007
42,2N,DV_1N,Re,-1.75884000000002
42,2N,DV_1N,Os,-0.919200000000046
42,2N,DV_1N,Ir,0.0820599999999558
42,2N,DV_1N,Pt,1.36127999999997
42,2N,DV_1N,Au,1.83591999999993
42,2N,DV_2N_1,Sc,-1.34844000000004
42,2N,DV_2N_1,Ti,-2.06945000000007
42,2N,DV_2N_1,V,-1.73227000000003
42,2N,DV_2N_1,Cr,-0.686850000000049
42,2N,DV_2N_1,Mn,0.0256800000000226
42,2N,DV_2N_1,Fe,0.200559999999996
42,2N,DV_2N_1,Co,0.742570000000001
42,2N,DV_2N_1,Ni,1.56502
42,2N,DV_2N_1,Cu,1.74599999999998
42,2N,DV_2N_1,Zn,0.445700000000045
42,2N,DV_2N_1,Y,-1.27103
42,2N,DV_2N_1,Zr,-2.28077000000002
42,2N,DV_2N_1,Nb,-2.35652999999996
42,2N,DV_2N_1,Mo,-1.78494000000001
42,2N,DV_2N_1,Tc,-1.26122999999996
42,2N,DV_2N_1,Ru,-0.472309999999993
42,2N,DV_2N_1,Rh,0.563709999999958
42,2N,DV_2N_1,Pd,1.88047999999998
42,2N,DV_2N_1,Ag,1.54581000000002
42,2N,DV_2N_1,Hf,-2.68214000000006
42,2N,DV_2N_1,Ta,-2.66885000000008
42,2N,DV_2N_1,W,-2.23554999999999
42,2N,DV_2N_1,Re,-1.68232999999998
42,2N,DV_2N_1,Os,-0.718820000000051
42,2N,DV_2N_1,Ir,0.536659999999983
42,2N,DV_2N_1,Pt,1.88002
42,2N,DV_2N_1,Au,1.90213
42,2N,DV_2N_2,Sc,-1.40114
42,2N,DV_2N_2,Ti,-2.03453000000002
42,2N,DV_2N_2,V,-1.72327000000001
42,2N,DV_2N_2,Cr,-0.836140000000057
42,2N,DV_2N_2,Mn,0.019019999999955
42,2N,DV_2N_2,Fe,0.184139999999957
42,2N,DV_2N_2,Co,0.786069999999995
42,2N,DV_2N_2,Ni,1.67417
42,2N,DV_2N_2,Cu,1.67914999999999
42,2N,DV_2N_2,Zn,1.00786999999997
42,2N,DV_2N_2,Y,-1.30774000000002
42,2N,DV_2N_2,Zr,-2.21502000000004
42,2N,DV_2N_2,Nb,-2.42529000000002
42,2N,DV_2N_2,Mo,-1.58537000000007
42,2N,DV_2N_2,Tc,-1.15051000000005
42,2N,DV_2N_2,Ru,-0.41560000000004
42,2N,DV_2N_2,Rh,0.61669999999998
42,2N,DV_2N_2,Pd,1.98570999999998
42,2N,DV_2N_2,Ag,1.68145999999996
42,2N,DV_2N_2,Hf,-2.65055000000001
42,2N,DV_2N_2,Ta,-2.55965000000003
42,2N,DV_2N_2,W,-2.11337000000003
42,2N,DV_2N_2,Re,-1.56046000000003
42,2N,DV_2N_2,Os,-0.713879999999961
42,2N,DV_2N_2,Ir,0.51303999999999
42,2N,DV_2N_2,Pt,1.98516999999998
42,2N,DV_2N_2,Au,2.18367999999998
42,2N,DV_3N,Sc,-1.75040000000001
42,2N,DV_3N,Ti,-2.11360999999999
42,2N,DV_3N,V,-1.53469000000001
42,2N,DV_3N,Cr,-0.322149999999965
42,2N,DV_3N,Mn,0.148679999999956
42,2N,DV_3N,Fe,0.31129999999996
42,2N,DV_3N,Co,0.903139999999951
42,2N,DV_3N,Ni,1.74698999999998
42,2N,DV_3N,Cu,1.48125000000005
42,2N,DV_3N,Zn,0.308050000000037
42,2N,DV_3N,Y,-1.69093000000004
42,2N,DV_3N,Zr,-2.47721000000001
42,2N,DV_3N,Nb,-2.22899000000001
42,2N,DV_3N,Mo,-1.43000999999998
42,2N,DV_3N,Tc,-0.904739999999947
42,2N,DV_3N,Ru,-0.129940000000033
42,2N,DV_3N,Rh,0.995299999999986
42,2N,DV_3N,Pd,2.09886
42,2N,DV_3N,Ag,0.755490000000009
42,2N,DV_3N,Hf,-2.83258000000001
42,2N,DV_3N,Ta,-2.40854000000007
42,2N,DV_3N,W,-1.95240000000001
42,2N,DV_3N,Re,-1.36381000000006
42,2N,DV_3N,Os,-0.315219999999954
42,2N,DV_3N,Ir,1.03357
42,2N,DV_3N,Pt,2.13038000000006
42,2N,DV_3N,Au,2.04775999999998
42,2N,DV_4N,Sc,-2.2857800000001
42,2N,DV_4N,Ti,-1.99709000000001
42,2N,DV_4N,V,-1.29606000000001
42,2N,DV_4N,Cr,-0.0911800000000085
42,2N,DV_4N,Mn,0.194320000000005
42,2N,DV_4N,Fe,0.431949999999972
42,2N,DV_4N,Co,1.09102000000001
42,2N,DV_4N,Ni,1.74101999999999
42,2N,DV_4N,Cu,1.22610000000003
42,2N,DV_4N,Zn,0.0217200000000162
42,2N,DV_4N,Y,-2.26269000000002
42,2N,DV_4N,Zr,-2.55952000000002
42,2N,DV_4N,Nb,-2.28180000000003
42,2N,DV_4N,Mo,-1.17619000000002
42,2N,DV_4N,Tc,-0.535860000000014
42,2N,DV_4N,Ru,0.169849999999997
42,2N,DV_4N,Rh,1.31493
42,2N,DV_4N,Pd,2.23280999999997
42,2N,DV_4N,Ag,0.865729999999985
42,2N,DV_4N,Hf,-2.85316999999998
42,2N,DV_4N,Ta,-2.56510000000003
42,2N,DV_4N,W,-1.72567000000009
42,2N,DV_4N,Re,-0.922640000000058
42,2N,DV_4N,Os,0.128139999999974
42,2N,DV_4N,Ir,1.30792000000002
42,2N,DV_4N,Pt,2.22469000000001
42,2N,DV_4N,Au,1.66517999999996
42,2N,HV,Sc,-0.179280000000006
42,2N,HV,Ti,-1.33598999999998
42,2N,HV,V,-1.49348999999998
42,2N,HV,Cr,-0.673939999999988
42,2N,HV,Mn,0.656290000000013
42,2N,HV,Fe,0.864020000000011
42,2N,HV,Co,0.940650000000005
42,2N,HV,Ni,1.66593
42,2N,HV,Cu,1.01649
42,2N,HV,Zn,0.736379999999997
42,2N,HV,Y,-0.119900000000001
42,2N,HV,Zr,-1.31897000000001
42,2N,HV,Nb,-2.11774
42,2N,HV,Mo,-1.79664
42,2N,HV,Tc,-1.14634000000001
42,2N,HV,Ru,-0.591859999999997
42,2N,HV,Rh,0.575289999999995
42,2N,HV,Pd,1.83779000000001
42,2N,HV,Ag,2.59610000000001
42,2N,HV,Hf,-1.83801000000003
42,2N,HV,Ta,-2.57956999999999
42,2N,HV,W,-2.28838000000002
42,2N,HV,Re,-1.40127999999999
42,2N,HV,Os,-0.99006
42,2N,HV,Ir,0.34611000000001
42,2N,HV,Pt,1.75719000000004
42,2N,HV,Au,2.64061000000004
42,2N,HV_1N,Sc,-0.393109999999979
42,2N,HV_1N,Ti,-1.59082999999998
42,2N,HV_1N,V,-1.41651999999999
42,2N,HV_1N,Cr,-0.365929999999992
42,2N,HV_1N,Mn,0.627560000000017
42,2N,HV_1N,Fe,0.908180000000016
42,2N,HV_1N,Co,0.967100000000045
42,2N,HV_1N,Ni,1.60776000000001
42,2N,HV_1N,Cu,2.31675999999999
42,2N,HV_1N,Zn,1.86648000000002
42,2N,HV_1N,Y,-0.292869999999994
42,2N,HV_1N,Zr,-1.82397999999998
42,2N,HV_1N,Nb,-2.00991999999999
42,2N,HV_1N,Mo,-1.59727999999998
42,2N,HV_1N,Tc,-0.726020000000005
42,2N,HV_1N,Ru,-0.364820000000009
42,2N,HV_1N,Rh,0.654520000000019
42,2N,HV_1N,Pd,1.91254000000004
42,2N,HV_1N,Ag,2.56184000000002
42,2N,HV_1N,Hf,-2.29709
42,2N,HV_1N,Ta,-2.45431999999997
42,2N,HV_1N,W,-1.91007999999999
42,2N,HV_1N,Re,-1.01996999999997
42,2N,HV_1N,Os,-0.723690000000005
42,2N,HV_1N,Ir,0.749640000000028
42,2N,HV_1N,Pt,1.89811000000003
42,2N,HV_1N,Au,2.63477
42,2N,HV_2N_1,Sc,-0.751180000000005
42,2N,HV_2N_1,Ti,-1.45021000000003
42,2N,HV_2N_1,V,-1.19305999999997
42,2N,HV_2N_1,Cr,0.017659999999978
42,2N,HV_2N_1,Mn,0.689870000000013
42,2N,HV_2N_1,Fe,0.70417999999998
42,2N,HV_2N_1,Co,1.00092000000001
42,2N,HV_2N_1,Ni,1.70457000000002
42,2N,HV_2N_1,Cu,2.14550000000003
42,2N,HV_2N_1,Zn,1.55223000000001
42,2N,HV_2N_1,Y,-0.718980000000016
42,2N,HV_2N_1,Zr,-1.94989000000001
42,2N,HV_2N_1,Nb,-2.03649999999996
42,2N,HV_2N_1,Mo,-1.26553999999999
42,2N,HV_2N_1,Tc,-0.296719999999965
42,2N,HV_2N_1,Ru,0.0538800000000208
42,2N,HV_2N_1,Rh,0.752260000000035
42,2N,HV_2N_1,Pd,2.12664000000001
42,2N,HV_2N_1,Ag,2.46906000000001
42,2N,HV_2N_1,Hf,-2.41188
42,2N,HV_2N_1,Ta,-2.33331999999999
42,2N,HV_2N_1,W,-1.85346000000001
42,2N,HV_2N_1,Re,-0.685180000000003
42,2N,HV_2N_1,Os,-0.24133999999998
42,2N,HV_2N_1,Ir,0.811190000000011
42,2N,HV_2N_1,Pt,2.05247
