mesh,add_N,sub,metal,E_ads_H
42,2N,HV_2N_1,Au,2.55619999999999
42,2N,HV_2N_2,Sc,-0.753100000000018
42,2N,HV_2N_2,Ti,-1.53873999999999
42,2N,HV_2N_2,V,-1.29040000000001
42,2N,HV_2N_2,Cr,-0.0914899999999932
42,2N,HV_2N_2,Mn,0.793130000000019
42,2N,HV_2N_2,Fe,0.788240000000002
42,2N,HV_2N_2,Co,1.13050000000001
42,2N,HV_2N_2,Ni,1.86741000000004
42,2N,HV_2N_2,Cu,2.07046
42,2N,HV_2N_2,Zn,0.746540000000039
42,2N,HV_2N_2,Y,-0.684169999999995
42,2N,HV_2N_2,Zr,-1.94765000000001
42,2N,HV_2N_2,Nb,-2.04473999999999
42,2N,HV_2N_2,Mo,-1.31014999999999
42,2N,HV_2N_2,Tc,-0.357950000000017
42,2N,HV_2N_2,Ru,-0.0712099999999793
42,2N,HV_2N_2,Rh,0.825639999999993
42,2N,HV_2N_2,Pd,2.27323000000001
42,2N,HV_2N_2,Ag,2.43908999999999
42,2N,HV_2N_2,Hf,-2.39088000000001
42,2N,HV_2N_2,Ta,-2.32481999999999
42,2N,HV_2N_2,W,-1.85453999999996
42,2N,HV_2N_2,Re,-0.805669999999992
42,2N,HV_2N_2,Os,-0.395610000000005
42,2N,HV_2N_2,Ir,0.758559999999989
42,2N,HV_2N_2,Pt,2.19325000000001
42,2N,HV_2N_2,Au,2.56706000000003
42,2N,HV_3N,Sc,-1.03511000000003
42,2N,HV_3N,Ti,-1.51274999999998
42,2N,HV_3N,V,-0.891059999999982
42,2N,HV_3N,Cr,0.237930000000034
42,2N,HV_3N,Mn,0.681100000000015
42,2N,HV_3N,Fe,0.66446000000002
42,2N,HV_3N,Co,1.04697999999999
42,2N,HV_3N,Ni,1.71689999999998
42,2N,HV_3N,Cu,0.677570000000031
42,2N,HV_3N,Zn,1.58178999999998
42,2N,HV_3N,Y,-1.08404999999999
42,2N,HV_3N,Zr,-2.40568999999999
42,2N,HV_3N,Nb,-2.15403999999998
42,2N,HV_3N,Mo,-0.797319999999985
42,2N,HV_3N,Tc,-0.289069999999981
42,2N,HV_3N,Ru,0.121350000000007
42,2N,HV_3N,Rh,1.09584000000001
42,2N,HV_3N,Pd,2.24926000000002
42,2N,HV_3N,Ag,0.869880000000023
42,2N,HV_3N,Hf,-2.78567999999999
42,2N,HV_3N,Ta,-2.37318000000002
42,2N,HV_3N,W,-1.19955999999999
42,2N,HV_3N,Re,-0.594110000000029
42,2N,HV_3N,Os,-0.159599999999983
42,2N,HV_3N,Ir,1.13694000000001
42,2N,HV_3N,Pt,2.23033000000001
42,2N,HV_3N,Au,2.41586000000004
42,2N,HV_4N,Sc,-2.00633999999999
42,2N,HV_4N,Ti,-1.60065
42,2N,HV_4N,V,-0.732519999999994
42,2N,HV_4N,Cr,0.341399999999993
42,2N,HV_4N,Mn,0.448689999999971
42,2N,HV_4N,Fe,0.609759999999994
42,2N,HV_4N,Co,0.848469999999992
42,2N,HV_4N,Ni,1.48286999999999
42,2N,HV_4N,Cu,2.10635000000002
42,2N,HV_4N,Zn,1.41399000000001
42,2N,HV_4N,Y,-2.25325999999998
42,2N,HV_4N,Zr,-2.31620000000001
42,2N,HV_4N,Nb,-1.79191
42,2N,HV_4N,Mo,-0.312579999999997
42,2N,HV_4N,Tc,-0.205619999999982
42,2N,HV_4N,Ru,0.251730000000009
42,2N,HV_4N,Rh,1.12111000000004
42,2N,HV_4N,Pd,2.38003000000001
42,2N,HV_4N,Ag,2.46377000000004
42,2N,HV_4N,Hf,-2.56240999999997
42,2N,HV_4N,Ta,-2.08006
42,2N,HV_4N,W,-0.742199999999968
42,2N,HV_4N,Re,-0.392649999999975
42,2N,HV_4N,Os,-0.00215999999997507
42,2N,HV_4N,Ir,1.07414999999997
42,2N,HV_4N,Pt,2.29866000000001
42,2N,HV_4N,Au,2.36576000000002
42,3N,SV,Sc,-1.47642000000002
42,3N,SV,Ti,-1.93616000000009
42,3N,SV,V,-1.79237999999998
42,3N,SV,Cr,-1.46163000000001
42,3N,SV,Mn,-1.31096000000002
42,3N,SV,Fe,-1.02660000000003
42,3N,SV,Co,-0.7029
42,3N,SV,Ni,-0.780220000000043
42,3N,SV,Cu,-0.267660000000035
42,3N,SV,Zn,-0.138239999999996
42,3N,SV,Y,-1.29847000000001
42,3N,SV,Zr,-2.01170999999999
42,3N,SV,Nb,-1.85739000000001
42,3N,SV,Mo,-1.69517999999999
42,3N,SV,Tc,-1.39500000000004
42,3N,SV,Ru,-0.894490000000019
42,3N,SV,Rh,-0.386960000000045
42,3N,SV,Pd,-0.766760000000033
42,3N,SV,Ag,-0.0943700000000263
42,3N,SV,Hf,-2.27146000000005
42,3N,SV,Ta,-2.27888000000002
42,3N,SV,W,-2.20645999999999
42,3N,SV,Re,-1.85137000000009
42,3N,SV,Os,-1.51625000000001
42,3N,SV,Ir,-1.00232
42,3N,SV,Pt,-1.19747000000001
42,3N,SV,Au,-0.584510000000023
42,3N,SV_1N,Sc,-2.04965000000004
42,3N,SV_1N,Ti,-2.18777
42,3N,SV_1N,V,-1.89713
42,3N,SV_1N,Cr,-1.75532000000004
42,3N,SV_1N,Mn,-1.40984000000003
42,3N,SV_1N,Fe,-1.50872999999996
42,3N,SV_1N,Co,-1.05047000000002
42,3N,SV_1N,Ni,-0.881890000000055
42,3N,SV_1N,Cu,-0.682439999999986
42,3N,SV_1N,Zn,-0.678529999999967
42,3N,SV_1N,Y,-1.9873
42,3N,SV_1N,Zr,-2.21613000000002
42,3N,SV_1N,Nb,-2.12925000000007
42,3N,SV_1N,Mo,-1.8571
42,3N,SV_1N,Tc,-1.49351000000001
42,3N,SV_1N,Ru,-0.945310000000006
42,3N,SV_1N,Rh,-0.931780000000003
42,3N,SV_1N,Pd,-0.21832999999998
42,3N,SV_1N,Ag,-0.33184
42,3N,SV_1N,Hf,-2.48578000000003
42,3N,SV_1N,Ta,-2.55261000000002
42,3N,SV_1N,W,-2.38153999999997
42,3N,SV_1N,Re,-2.01725999999996
42,3N,SV_1N,Os,-1.64962000000003
42,3N,SV_1N,Ir,-1.39820000000003
42,3N,SV_1N,Pt,-0.871810000000039
42,3N,SV_1N,Au,-0.892550000000028
42,3N,SV_2N,Sc,-2.27211999999997
42,3N,SV_2N,Ti,-2.35273000000001
42,3N,SV_2N,V,-2.00004000000001
42,3N,SV_2N,Cr,-1.80013999999994
42,3N,SV_2N,Mn,-1.35868000000005
42,3N,SV_2N,Fe,-1.32949000000002
42,3N,SV_2N,Co,-0.979760000000056
42,3N,SV_2N,Ni,-0.530570000000012
42,3N,SV_2N,Cu,-0.380209999999977
42,3N,SV_2N,Zn,-1.25839999999999
42,3N,SV_2N,Y,-2.12144000000001
42,3N,SV_2N,Zr,-2.41112000000004
42,3N,SV_2N,Nb,-2.34857
42,3N,SV_2N,Mo,-2.06518000000005
42,3N,SV_2N,Tc,-1.58353
42,3N,SV_2N,Ru,-1.13940000000002
42,3N,SV_2N,Rh,-0.676480000000026
42,3N,SV_2N,Pd,-0.412759999999992
42,3N,SV_2N,Ag,0.187160000000006
42,3N,SV_2N,Hf,-2.61477000000002
42,3N,SV_2N,Ta,-2.65513000000004
42,3N,SV_2N,W,-2.56749000000008
42,3N,SV_2N,Re,-2.20595000000003
42,3N,SV_2N,Os,-1.93826000000001
42,3N,SV_2N,Ir,-1.51147000000003
42,3N,SV_2N,Pt,-0.974870000000067
42,3N,SV_2N,Au,-0.197749999999985
42,3N,SV_3N,Sc,-2.42646999999999
42,3N,SV_3N,Ti,-2.48946000000007
42,3N,SV_3N,V,-2.11670000000004
42,3N,SV_3N,Cr,-1.71721000000002
42,3N,SV_3N,Mn,-1.36804000000001
42,3N,SV_3N,Fe,-1.57941
42,3N,SV_3N,Co,-0.943080000000009
42,3N,SV_3N,Ni,-0.966400000000021
42,3N,SV_3N,Cu,-0.619330000000048
42,3N,SV_3N,Zn,-1.04642000000001
42,3N,SV_3N,Y,-2.44445000000002
42,3N,SV_3N,Zr,-2.24923000000001
42,3N,SV_3N,Nb,-2.50893000000002
42,3N,SV_3N,Mo,-2.21033
42,3N,SV_3N,Tc,-2.22352000000001
42,3N,SV_3N,Ru,-1.30515000000003
42,3N,SV_3N,Rh,-0.668530000000032
42,3N,SV_3N,Pd,0.189799999999991
42,3N,SV_3N,Ag,-0.146300000000053
42,3N,SV_3N,Hf,-2.15800000000002
42,3N,SV_3N,Ta,-2.83319
42,3N,SV_3N,W,-2.56272000000001
42,3N,SV_3N,Re,-2.58181999999999
42,3N,SV_3N,Os,-2.06446
42,3N,SV_3N,Ir,-1.57069999999999
42,3N,SV_3N,Pt,-1.0693
42,3N,SV_3N,Au,-0.350160000000017
42,3N,DV,Sc,-0.867539999999963
42,3N,DV,Ti,-1.74946999999997
42,3N,DV,V,-1.73536000000001
42,3N,DV,Cr,-1.28258000000005
42,3N,DV,Mn,-0.284060000000011
42,3N,DV,Fe,-0.0782700000000318
42,3N,DV,Co,0.326660000000004
42,3N,DV,Ni,1.37615
42,3N,DV,Cu,1.95483000000002
42,3N,DV,Zn,1.09745000000004
42,3N,DV,Y,-0.797180000000083
42,3N,DV,Zr,-1.81531000000001
42,3N,DV,Nb,-2.03150000000005
42,3N,DV,Mo,-1.78348999999997
42,3N,DV,Tc,-1.46794
42,3N,DV,Ru,-0.92775000000006
42,3N,DV,Rh,0.24239
42,3N,DV,Pd,1.43142999999998
42,3N,DV,Ag,2.08515999999997
42,3N,DV,Hf,-2.33014000000003
42,3N,DV,Ta,-2.46667000000002
42,3N,DV,W,-2.23147
42,3N,DV,Re,-1.96276999999998
42,3N,DV,Os,-1.18858
42,3N,DV,Ir,0.13131999999996
42,3N,DV,Pt,1.41808000000003
42,3N,DV,Au,2.2314199999999
42,3N,DV_1N,Sc,-1.16892000000001
42,3N,DV_1N,Ti,-1.98011000000002
42,3N,DV_1N,V,-1.81809000000004
42,3N,DV_1N,Cr,-1.00065999999998
42,3N,DV_1N,Mn,-0.049539999999979
42,3N,DV_1N,Fe,0.106959999999901
42,3N,DV_1N,Co,0.558990000000051
42,3N,DV_1N,Ni,1.51736999999997
42,3N,DV_1N,Cu,1.80207999999999
42,3N,DV_1N,Zn,0.891039999999975
42,3N,DV_1N,Y,-1.08467000000002
42,3N,DV_1N,Zr,-2.06244000000004
42,3N,DV_1N,Nb,-2.27650999999997
42,3N,DV_1N,Mo,-1.85372999999998
42,3N,DV_1N,Tc,-1.34469000000001
42,3N,DV_1N,Ru,-0.548040000000015
42,3N,DV_1N,Rh,0.402569999999912
42,3N,DV_1N,Pd,1.71035999999998
42,3N,DV_1N,Ag,1.73093999999998
42,3N,DV_1N,Hf,-2.54288000000008
42,3N,DV_1N,Ta,-2.61498
42,3N,DV_1N,W,-2.33028000000002
42,3N,DV_1N,Re,-1.68831999999998
42,3N,DV_1N,Os,-0.873899999999992
42,3N,DV_1N,Ir,0.282299999999964
42,3N,DV_1N,Pt,1.59737999999999
42,3N,DV_1N,Au,1.91693999999995
42,3N,DV_2N_1,Sc,-1.47552000000007
42,3N,DV_2N_1,Ti,-2.13557000000003
42,3N,DV_2N_1,V,-1.77843000000001
42,3N,DV_2N_1,Cr,-0.536090000000002
42,3N,DV_2N_1,Mn,0.0791899999999828
42,3N,DV_2N_1,Fe,0.250249999999994
42,3N,DV_2N_1,Co,0.824220000000025
42,3N,DV_2N_1,Ni,1.68272999999999
42,3N,DV_2N_1,Cu,1.69925999999992
42,3N,DV_2N_1,Zn,0.454529999999977
42,3N,DV_2N_1,Y,-1.40804000000003
42,3N,DV_2N_1,Zr,-2.40605999999997
42,3N,DV_2N_1,Nb,-2.30359999999996
42,3N,DV_2N_1,Mo,-1.75122000000005
42,3N,DV_2N_1,Tc,-1.26116000000002
42,3N,DV_2N_1,Ru,-0.363529999999969
42,3N,DV_2N_1,Rh,0.716020000000015
42,3N,DV_2N_1,Pd,1.99961999999999
42,3N,DV_2N_1,Ag,1.57378
42,3N,DV_2N_1,Hf,-2.78213000000005
42,3N,DV_2N_1,Ta,-2.62570999999997
42,3N,DV_2N_1,W,-2.17213000000004
42,3N,DV_2N_1,Re,-1.63697000000008
42,3N,DV_2N_1,Os,-0.558130000000062
42,3N,DV_2N_1,Ir,0.781349999999975
42,3N,DV_2N_1,Pt,2.02627000000001
42,3N,DV_2N_1,Au,2.07223000000005
42,3N,DV_2N_2,Sc,-1.62668000000002
42,3N,DV_2N_2,Ti,-2.08285000000001
42,3N,DV_2N_2,V,-1.73096000000004
42,3N,DV_2N_2,Cr,-0.712690000000009
42,3N,DV_2N_2,Mn,0.0649699999999598
42,3N,DV_2N_2,Fe,0.212140000000034
42,3N,DV_2N_2,Co,0.874799999999993
42,3N,DV_2N_2,Ni,1.71705000000003
42,3N,DV_2N_2,Cu,1.50079999999997
42,3N,DV_2N_2,Zn,0.935470000000009
42,3N,DV_2N_2,Y,-1.54470000000003
42,3N,DV_2N_2,Zr,-2.29014000000006
42,3N,DV_2N_2,Nb,-2.15574000000004
42,3N,DV_2N_2,Mo,-1.62356999999997
42,3N,DV_2N_2,Tc,-1.06433000000004
42,3N,DV_2N_2,Ru,-0.281869999999969
42,3N,DV_2N_2,Rh,0.678889999999967
42,3N,DV_2N_2,Pd,2.06423000000001
42,3N,DV_2N_2,Ag,1.68799999999999
42,3N,DV_2N_2,Hf,-2.68164000000002
42,3N,DV_2N_2,Ta,-2.52618000000001
42,3N,DV_2N_2,W,-2.14209
42,3N,DV_2N_2,Re,-1.50164000000001
42,3N,DV_2N_2,Os,-0.57983999999999
42,3N,DV_2N_2,Ir,0.580289999999934
42,3N,DV_2N_2,Pt,2.09271999999993
42,3N,DV_2N_2,Au,2.05608000000001
42,3N,DV_3N,Sc,-1.9624
42,3N,DV_3N,Ti,-2.08086000000003
42,3N,DV_3N,V,-1.50925000000001
42,3N,DV_3N,Cr,-0.232950000000073
42,3N,DV_3N,Mn,0.124779999999987
42,3N,DV_3N,Fe,0.311660000000018
42,3N,DV_3N,Co,0.970700000000022
42,3N,DV_3N,Ni,1.75097999999997
42,3N,DV_3N,Cu,1.39006999999998
42,3N,DV_3N,Zn,0.249829999999974
42,3N,DV_3N,Y,-1.90958000000001
42,3N,DV_3N,Zr,-2.50932999999998
42,3N,DV_3N,Nb,-2.20796999999999
42,3N,DV_3N,Mo,-1.48747000000003
42,3N,DV_3N,Tc,-0.909150000000011
42,3N,DV_3N,Ru,-0.0561400000000276
42,3N,DV_3N,Rh,1.06085999999999
42,3N,DV_3N,Pd,2.14549
42,3N,DV_3N,Ag,0.425630000000012
42,3N,DV_3N,Hf,-2.84224
42,3N,DV_3N,Ta,-2.45107999999999
42,3N,DV_3N,W,-1.98402000000004
42,3N,DV_3N,Re,-1.33093000000002
42,3N,DV_3N,Os,-0.196000000000026
42,3N,DV_3N,Ir,1.12208999999996
42,3N,DV_3N,Pt,2.19288999999998
42,3N,DV_3N,Au,1.8057
42,3N,DV_4N,Sc,-2.37519000000003
42,3N,DV_4N,Ti,-1.94976000000008
42,3N,DV_4N,V,-1.20101
42,3N,DV_4N,Cr,-0.0476000000000454
42,3N,DV_4N,Mn,0.0362400000000207
42,3N,DV_4N,Fe,0.442139999999938
42,3N,DV_4N,Co,1.13605999999999
42,3N,DV_4N,Ni,1.48498000000001
42,3N,DV_4N,Cu,1.09658999999999
42,3N,DV_4N,Zn,-0.17525999999998
42,3N,DV_4N,Y,-2.36973000000006
42,3N,DV_4N,Zr,-2.62197000000003
42,3N,DV_4N,Nb,-2.26483000000002
42,3N,DV_4N,Mo,-1.15562999999997
42,3N,DV_4N,Tc,-0.467420000000061
42,3N,DV_4N,Ru,0.187950000000001
42,3N,DV_4N,Rh,1.45814000000001
42,3N,DV_4N,Pd,2.06819000000002
42,3N,DV_4N,Ag,0.731290000000001
42,3N,DV_4N,Hf,-2.83259000000004
42,3N,DV_4N,Ta,-2.54826000000003
42,3N,DV_4N,W,-1.70981000000006
42,3N,DV_4N,Re,-0.906380000000013
42,3N,DV_4N,Os,0.230719999999963
42,3N,DV_4N,Ir,1.47840000000002
42,3N,DV_4N,Pt,2.14876999999996
42,3N,DV_4N,Au,1.60455999999999
42,3N,HV,Sc,-0.340379999999982
42,3N,HV,Ti,-1.47884000000002
42,3N,HV,V,-1.53953999999999
42,3N,HV,Cr,-0.623269999999962
42,3N,HV,Mn,0.632000000000005
42,3N,HV,Fe,0.963400000000007
42,3N,HV,Co,0.966580000000022
42,3N,HV,Ni,1.66016999999999
42,3N,HV,Cu,2.45141000000001
42,3N,HV,Zn,1.91181999999998
42,3N,HV,Y,-0.22851
42,3N,HV,Zr,-1.56726999999998
42,3N,HV,Nb,-2.11093
42,3N,HV,Mo,-1.70771999999999
42,3N,HV,Tc,-1.07019
42,3N,HV,Ru,-0.545709999999985
42,3N,HV,Rh,0.570130000000006
42,3N,HV,Pd,1.88198
42,3N,HV,Ag,2.61052000000001
42,3N,HV,Hf,-2.05097000000001
42,3N,HV,Ta,-2.51194999999998
42,3N,HV,W,-2.21879000000001
42,3N,HV,Re,-1.34368999999998
42,3N,HV,Os,-0.928899999999999
42,3N,HV,Ir,0.452930000000009
42,3N,HV,Pt,1.81916000000001
42,3N,HV,Au,2.67406000000003
42,3N,HV_1N,Sc,-0.697729999999979
42,3N,HV_1N,Ti,-1.43383
42,3N,HV_1N,V,-1.35818
42,3N,HV_1N,Cr,-0.272550000000024
42,3N,HV_1N,Mn,0.773780000000016
42,3N,HV_1N,Fe,0.80677
42,3N,HV_1N,Co,1.13729000000001
42,3N,HV_1N,Ni,1.86770999999999
42,3N,HV_1N,Cu,2.29763
42,3N,HV_1N,Zn,1.80564999999999
42,3N,HV_1N,Y,-0.635639999999995
42,3N,HV_1N,Zr,-1.74967000000001
42,3N,HV_1N,Nb,-2.11675999999997
42,3N,HV_1N,Mo,-1.40098999999998
42,3N,HV_1N,Tc,-0.701930000000004
42,3N,HV_1N,Ru,-0.118319999999983
42,3N,HV_1N,Rh,0.672880000000021
42,3N,HV_1N,Pd,2.19636
42,3N,HV_1N,Ag,2.5642
42,3N,HV_1N,Hf,-2.20447000000001
42,3N,HV_1N,Ta,-2.44731000000002
42,3N,HV_1N,W,-2.03075999999999
42,3N,HV_1N,Re,-1.04665999999997
42,3N,HV_1N,Os,-0.482550000000003
42,3N,HV_1N,Ir,0.721760000000018
42,3N,HV_1N,Pt,2.14439000000002
42,3N,HV_1N,Au,2.65404000000004
42,3N,HV_2N_1,Sc,-0.790999999999997
42,3N,HV_2N_1,Ti,-1.73265999999995
42,3N,HV_2N_1,V,-1.18486999999996
42,3N,HV_2N_1,Cr,0.0686900000000037
42,3N,HV_2N_1,Mn,0.675969999999978
42,3N,HV_2N_1,Fe,0.656180000000006
42,3N,HV_2N_1,Co,0.966630000000009
42,3N,HV_2N_1,Ni,1.72963000000001
42,3N,HV_2N_1,Cu,2.12025
42,3N,HV_2N_1,Zn,1.57357999999999
42,3N,HV_2N_1,Y,-0.791529999999995
42,3N,HV_2N_1,Zr,-2.41977999999997
42,3N,HV_2N_1,Nb,-2.29282000000001
42,3N,HV_2N_1,Mo,-1.11301999999998
42,3N,HV_2N_1,Tc,-0.34984
42,3N,HV_2N_1,Ru,0.00892000000001758
42,3N,HV_2N_1,Rh,0.925870000000003
42,3N,HV_2N_1,Pd,2.15953000000002
42,3N,HV_2N_1,Ag,2.43721000000002
42,3N,HV_2N_1,Hf,-2.79333999999997
42,3N,HV_2N_1,Ta,-2.40500999999998
42,3N,HV_2N_1,W,-1.61578999999998
42,3N,HV_2N_1,Re,-0.702140000000014
42,3N,HV_2N_1,Os,-0.247919999999965
42,3N,HV_2N_1,Ir,0.995219999999989
42,3N,HV_2N_1,Pt,2.05793000000003
42,3N,HV_2N_1,Au,2.52225000000001
42,3N,HV_2N_2,Sc,-0.740739999999988
42,3N,HV_2N_2,Ti,-1.78400999999997
42,3N,HV_2N_2,V,-1.25629000000001
42,3N,HV_2N_2,Cr,-0.00822999999999752
42,3N,HV_2N_2,Mn,0.755480000000006
42,3N,HV_2N_2,Fe,0.74751999999998
42,3N,HV_2N_2,Co,1.12108000000001
42,3N,HV_2N_2,Ni,1.87830000000002
42,3N,HV_2N_2,Cu,2.09584999999998
42,3N,HV_2N_2,Zn,2.00421
42,3N,HV_2N_2,Y,-0.714409999999987
42,3N,HV_2N_2,Zr,-2.40639999999996
42,3N,HV_2N_2,Nb,-2.28298999999998
42,3N,HV_2N_2,Mo,-1.18017
42,3N,HV_2N_2,Tc,-0.587739999999997
42,3N,HV_2N_2,Ru,-0.0877299999999934
42,3N,HV_2N_2,Rh,1.01997
42,3N,HV_2N_2,Pd,2.29569000000001
42,3N,HV_2N_2,Ag,2.42942000000002
42,3N,HV_2N_2,Hf,-2.75986000000003
42,3N,HV_2N_2,Ta,-2.45489000000001
42,3N,HV_2N_2,W,-1.59607000000003
42,3N,HV_2N_2,Re,-0.814960000000013
42,3N,HV_2N_2,Os,-0.357439999999997
42,3N,HV_2N_2,Ir,0.996399999999994
42,3N,HV_2N_2,Pt,2.19576000000001
42,3N,HV_2N_2,Au,2.56800999999999
42,3N,HV_3N,Sc,-1.607
42,3N,HV_3N,Ti,-1.52414000000002
42,3N,HV_3N,V,-0.901039999999966
42,3N,HV_3N,Cr,0.266289999999998
42,3N,HV_3N,Mn,0.346860000000021
42,3N,HV_3N,Fe,0.472600000000028
42,3N,HV_3N,Co,0.966220000000021
42,3N,HV_3N,Ni,1.64431000000005
42,3N,HV_3N,Cu,2.01659000000001
42,3N,HV_3N,Zn,1.54060000000004
42,3N,HV_3N,Y,-1.71047999999999
42,3N,HV_3N,Zr,-2.39255999999997
42,3N,HV_3N,Nb,-2.05554000000001
42,3N,HV_3N,Mo,-0.651350000000008
42,3N,HV_3N,Tc,-0.300819999999987
42,3N,HV_3N,Ru,0.203249999999997
42,3N,HV_3N,Rh,1.12522999999999
42,3N,HV_3N,Pd,2.23233999999999
42,3N,HV_3N,Ag,1.96496000000002
42,3N,HV_3N,Hf,-2.75259
42,3N,HV_3N,Ta,-2.29818
42,3N,HV_3N,W,-1.05638999999999
42,3N,HV_3N,Re,-0.654830000000004
42,3N,HV_3N,Os,0.11527000000001
42,3N,HV_3N,Ir,1.13001
42,3N,HV_3N,Pt,2.19770000000003
42,3N,HV_3N,Au,2.07948000000002
42,3N,HV_4N,Sc,-2.15000000000001
42,3N,HV_4N,Ti,-1.63720999999998
42,3N,HV_4N,V,-0.633240000000001
42,3N,HV_4N,Cr,0.337840000000028
42,3N,HV_4N,Mn,0.212860000000006
42,3N,HV_4N,Fe,0.0431100000000129
42,3N,HV_4N,Co,0.585720000000038
42,3N,HV_4N,Ni,1.22417000000002
42,3N,HV_4N,Cu,1.70075000000003
42,3N,HV_4N,Zn,0.620239999999967
42,3N,HV_4N,Y,-2.51209999999995
42,3N,HV_4N,Zr,-2.28524999999999
42,3N,HV_4N,Nb,-1.6662
42,3N,HV_4N,Mo,-0.307069999999953
42,3N,HV_4N,Tc,-0.204319999999996
42,3N,HV_4N,Ru,0.253420000000034
42,3N,HV_4N,Rh,1.47654000000003
42,3N,HV_4N,Pd,2.28091000000001
42,3N,HV_4N,Ag,1.69181
42,3N,HV_4N,Hf,-2.49318
42,3N,HV_4N,Ta,-1.97880999999998
42,3N,HV_4N,W,-0.689199999999971
42,3N,HV_4N,Re,-0.457399999999978
42,3N,HV_4N,Os,0.267760000000038
42,3N,HV_4N,Ir,1.39879999999999
42,3N,HV_4N,Pt,2.25720000000001
42,3N,HV_4N,Au,2.19714000000002
24,0N,SV,Sc,-1.23355000000004
24,0N,SV,Ti,-1.01581999999996
24,0N,SV,V,-1.35563000000008
24,0N,SV,Cr,-0.958510000000103
24,0N,SV,Mn,-1.18076000000002
24,0N,SV,Fe,-0.880920000000003
24,0N,SV,Co,-0.783990000000074
24,0N,SV,Ni,-0.29031000000009
24,0N,SV,Cu,-0.110349999999983
24,0N,SV,Zn,0.0154799999999682
24,0N,SV,Y,-1.50513999999998
24,0N,SV,Zr,-1.28262999999998
24,0N,SV,Nb,-1.72589000000005
24,0N,SV,Mo,-1.21347000000003
24,0N,SV,Tc,-1.03130999999996
24,0N,SV,Ru,-0.538620000000037
24,0N,SV,Rh,-0.495510000000024
24,0N,SV,Pd,0.0178499999999531
24,0N,SV,Ag,0.122569999999996
24,0N,SV,Hf,-1.48284999999998
24,0N,SV,Ta,-2.14936
24,0N,SV,W,-1.85328999999996
24,0N,SV,Re,-1.60043000000002
24,0N,SV,Os,-1.15810000000005
24,0N,SV,Ir,-1.06557000000004
24,0N,SV,Pt,-0.361640000000023
24,0N,SV,Au,-0.332159999999988
24,0N,SV_1N,Sc,-1.42944
24,0N,SV_1N,Ti,-1.92497000000003
24,0N,SV_1N,V,-1.65999999999997
24,0N,SV_1N,Cr,-1.42768999999998
24,0N,SV_1N,Mn,-1.23040999999995
24,0N,SV_1N,Fe,-0.958480000000009
24,0N,SV_1N,Co,-0.744910000000061
24,0N,SV_1N,Ni,-0.0888000000000488
24,0N,SV_1N,Cu,0.194629999999904
24,0N,SV_1N,Zn,-0.565920000000062
24,0N,SV_1N,Y,-1.50817000000001
24,0N,SV_1N,Zr,-2.01538999999997
24,0N,SV_1N,Nb,-1.88334000000003
24,0N,SV_1N,Mo,-1.74115000000006
24,0N,SV_1N,Tc,-1.28420000000006
24,0N,SV_1N,Ru,-1.09037000000006
24,0N,SV_1N,Rh,-0.62796000000003
24,0N,SV_1N,Pd,-0.0886400000000549
24,0N,SV_1N,Ag,0.399989999999946
24,0N,SV_1N,Hf,-2.30503000000004
24,0N,SV_1N,Ta,-2.36152000000004
24,0N,SV_1N,W,-2.18986000000007
24,0N,SV_1N,Re,-1.77539000000002
24,0N,SV_1N,Os,-1.48924
24,0N,SV_1N,Ir,-1.18027000000001
24,0N,SV_1N,Pt,-0.456150000000036
24,0N,SV_1N,Au,-0.302230000000009
24,0N,SV_2N,Sc,-2.05494999999996
24,0N,SV_2N,Ti,-2.17142000000001
24,0N,SV_2N,V,-1.96850999999998
24,0N,SV_2N,Cr,-1.70518999999996
24,0N,SV_2N,Mn,-1.25765000000001
24,0N,SV_2N,Fe,-0.894350000000031
24,0N,SV_2N,Co,-0.532130000000052
24,0N,SV_2N,Ni,-0.36564999999996
24,0N,SV_2N,Cu,-0.100260000000048
24,0N,SV_2N,Zn,-0.285750000000007
24,0N,SV_2N,Y,-2.01481000000007
24,0N,SV_2N,Zr,-2.37555000000003
24,0N,SV_2N,Nb,-2.22532000000001
24,0N,SV_2N,Mo,-1.97748000000001
24,0N,SV_2N,Tc,-1.68860000000001
24,0N,SV_2N,Ru,-0.904310000000066
24,0N,SV_2N,Rh,-0.617870000000096
24,0N,SV_2N,Pd,0.0885299999999916
24,0N,SV_2N,Ag,0.33920999999998
24,0N,SV_2N,Hf,-2.70899999999995
24,0N,SV_2N,Ta,-2.58825000000007
24,0N,SV_2N,W,-2.56167000000005
24,0N,SV_2N,Re,-2.17668000000003
24,0N,SV_2N,Os,-1.62102000000004
24,0N,SV_2N,Ir,-1.36545000000001
24,0N,SV_2N,Pt,-0.757229999999993
24,0N,SV_2N,Au,0.194579999999974
24,0N,SV_3N,Sc,-2.35698000000002
24,0N,SV_3N,Ti,-2.33895000000001
24,0N,SV_3N,V,-1.99022000000002
24,0N,SV_3N,Cr,-1.75819000000001
24,0N,SV_3N,Mn,-1.18144999999998
24,0N,SV_3N,Fe,-1.26118000000002
24,0N,SV_3N,Co,-0.776990000000012
24,0N,SV_3N,Ni,-0.687280000000044
24,0N,SV_3N,Cu,-0.0769399999999791
24,0N,SV_3N,Zn,-1.06581
24,0N,SV_3N,Y,-2.08589000000001
24,0N,SV_3N,Zr,-2.95528000000002
